"","user","timestamp","message","channel","Team"
"223","U02JBG5JMK7",2021-10-26 21:02:43,"hello!","ask_team_o17","C1: Andapé Institute"
"224","U02JBG5JMK7",2021-11-15 11:09:33,"hey i wonder if it's ok if we send the link of canvas until the morning ends here in Brazil (GMT-3), because I need to be sure if everything's ok :)","general","C1: Andapé Institute"
"225","U02JBG5JMK7",2021-10-26 21:04:06,"<@U02H9L293M4>","ask_team_o17","C1: Andapé Institute"
"226","U02JBG5JMK7",2021-11-16 10:52:21,"we'd like the last possible hour, please :smiling_face_with_3_hearts:","team-andapé-institute","C1: Andapé Institute"
"227","U02JBG5JMK7",2021-10-20 14:52:27,":wave: Olá, equipe!","crowd4sdg-project","C1: Andapé Institute"
"228","U02JBG5JMK7",2021-11-16 19:05:36,"hello, i didn't know that canvas was only 1 page, so I made a doc with 6 and sent it. can i do other using the slide template and upload again?","ask_a_coach","C1: Andapé Institute"
"229","U02JBG5JMK7",2021-10-26 21:07:41,"thank you so much :heart:","ask_team_o17","C1: Andapé Institute"
"231","U02JBG5JMK7",2021-10-26 21:05:26,"so i only have to answer those 4 topics?","ask_team_o17","C1: Andapé Institute"
"232","U02JBG6J28M",2021-10-27 14:45:05,"Hi everyone!
You’re welcome to interact with <http://visualcit.polimi.it:7778/|VisualCit>, a social media data analysis pipeline developed at Polimi, with image selection and filtering capabilities.
<https://pernici.faculty.polimi.it/crowd4sdgpolimi/|Here> you can find general information about the tool and a <https://youtu.be/hzlPiZjknjQ|presentation video> too.
Just drop any questions, we are here to help","visualcit-troubleshoot","Tool Owner"
"233","U02JD97KY4V",2021-11-09 05:46:59,"I think some people have the idea that gardening is for women and farming is for men, but in my case, I like both.:smile:","random","A1: Up Get App/CitiCERN"
"234","U02JD97KY4V",2021-11-03 04:34:51,"Hello everyone:wave:, my name is Berenice :woman: and I'm at the UpGet app - CitiCERN Project. :rocket:
I study chemical engineering and I'm from Mexico. :scientist: :flag-mx:","introductions","A1: Up Get App/CitiCERN"
"235","U02JD97KY4V",2021-11-09 05:40:53,"<@U02HZQN7B1V> I love this topic, my mother lovely plants, especially <https://en.wikipedia.org/wiki/Orchidaceae|the orchid family> . :seedling:","random","A1: Up Get App/CitiCERN"
"237","U02JDPHMGLE",2021-10-29 17:31:01,"Should I go ahead and inform <@U02H9L293M4>?","team-donate-water-project","A5: Donate Water Project"
"247","U02JDPHMGLE",2021-10-29 21:09:13,"I have started working on GovLab","team-donate-water-project","A5: Donate Water Project"
"249","U02JDPHMGLE",2021-11-02 17:49:58,"This method is still fine...
When do we do the zoom meeting?","team-donate-water-project","A5: Donate Water Project"
"250","U02JDPHMGLE",2021-10-23 01:46:42,"<@U02H9L293M4> 
I have created an account on inprogress","inprogress-troubleshoot","A5: Donate Water Project"
"251","U02JDPHMGLE",2021-10-21 22:24:02,"I experience same","crowd4sdg-project","A5: Donate Water Project"
"252","U02JDPHMGLE",2021-11-02 17:35:43,"Okay..
10minutes videos and merge will be fine","team-donate-water-project","A5: Donate Water Project"
"253","U02JDPHMGLE",2021-10-29 21:08:55,"Okay","team-donate-water-project","A5: Donate Water Project"
"254","U02JDPHMGLE",2021-10-21 20:17:39,"Yes, I have gmail account. The browser is Google chrome","ask_team_o17","A5: Donate Water Project"
"256","U02JDPHMGLE",2021-10-29 16:26:31,"Okay..
So we go with DonateWater?","team-donate-water-project","A5: Donate Water Project"
"258","U02JDPHMGLE",2021-11-02 22:45:29,"Good job :+1:","team-donate-water-project","A5: Donate Water Project"
"259","U02JDPHMGLE",2021-10-22 14:50:50,"My name is Daniel Ugwu from Nigeria. I am a Pharmacist, public health enthusiast and advocate for a sustained community health. 
I wish to make a contribution that saves our climate.","introductions","A5: Donate Water Project"
"262","U02JDPHMGLE",2021-10-22 14:41:51,"I haven't been able to create an account yet.","inprogress-troubleshoot","A5: Donate Water Project"
"266","U02JDPHMGLE",2021-10-29 21:08:42,"DonateWater Project is okay","team-donate-water-project","A5: Donate Water Project"
"267","U02JDPHMGLE",2021-11-02 19:07:57,"The time is okay by me","team-donate-water-project","A5: Donate Water Project"
"272","U02JDPHMGLE",2021-10-29 17:12:40,"Okay","team-donate-water-project","A5: Donate Water Project"
"273","U02JDPHMGLE",2021-10-29 16:18:10,"What project name are we going with? The ""GetWater"" we wanted to use has already been taken.","team-donate-water-project","A5: Donate Water Project"
"274","U02JDPHMGLE",2021-10-21 18:10:31,"Hi! Please, I find it difficult to create an account on inprogress.","ask_team_o17","A5: Donate Water Project"
"275","U02JDPHMGLE",2021-11-01 14:55:32,"Okay","team-donate-water-project","A5: Donate Water Project"
"276","U02JDPHMGLE",2021-10-29 17:28:42,"I have created our project ""GiveWater Project"" on inprogress. I have also sent invites to you guys and added <@U02H9L293M4> as our mentor.

We can review and make additional inputs.","team-donate-water-project","A5: Donate Water Project"
"283","U02JDPHMGLE",2021-11-02 11:26:07,"Okay...
Please include the write-up I sent in the slides","team-donate-water-project","A5: Donate Water Project"
"284","U02JEFGAJRG",2021-10-22 10:44:30,"Hi Everyone! I'm Gokul Rajendran from Kerala, India. I'm a Medical Student (Ayurveda). I'm looking forward to be in a Team. I have skills in App making in android (have 2 apps in play store currently).","general","B5: Rights of Climate"
"285","U02JEFGAJRG",2021-11-02 14:56:39,"At the UN Climate Change Conference on Glasgow!","general","B5: Rights of Climate"
"286","U02JEFGAJRG",2021-11-14 06:30:42,"<@U02JB5Z745T> Ya Professor! I made it there! It was a cool experience! Learned a Lot!","general","B5: Rights of Climate"
"287","U02JEFK42PL",2021-11-02 17:39:50,"Good evening
 I wanted to ask what is meant by the question ""What is the mechanism of beneficial change?""","ask_team_o17","C2: PAM"
"288","U02JEFK42PL",2021-10-20 14:50:29,"Hello!","crowd4sdg-project","C2: PAM"
"289","U02JEFQUSBC",2021-10-27 14:05:13,"It says i don't have the permission","0_announcements_read_only","A5: Donate Water Project"
"290","U02JEFQUSBC",2021-11-05 22:29:57,"<@U02JDPHMGLE>  <@U02JTSE3ESV>  i just sent you an invite for our slide..check you mail

<@U02JK363QMB>   pls send me your e-mail address.

Let's start working on the slide now..
Do your personal research too","team-donate-water-project","A5: Donate Water Project"
"292","U02JEFQUSBC",2021-11-03 11:53:00,"Open now. Thank you!","0_announcements_read_only","A5: Donate Water Project"
"293","U02JEFQUSBC",2021-10-29 16:15:39,"I'm making research to work on the second column of the template...when I'm done I'll share here for reviews and addition","team-donate-water-project","A5: Donate Water Project"
"294","U02JEFQUSBC",2021-11-07 13:29:37,"All of this information can be gotten from the slide","team-donate-water-project","A5: Donate Water Project"
"295","U02JEFQUSBC",2021-11-07 13:37:19,"OK Ma'am, thank you so much for your response!","ask_a_coach","A5: Donate Water Project"
"296","U02JEFQUSBC",2021-11-15 16:56:04,"OK..thank you!","0_announcements_read_only","A5: Donate Water Project"
"297","U02JEFQUSBC",2021-11-14 22:38:24,"Hello Ma'am, my team will like to schedule a one n one session with you tomorrow","0_announcements_read_only","A5: Donate Water Project"
"298","U02JEFQUSBC",2021-11-07 18:27:05,"Pls pick one of the task mentioned and start working on it before deadline","team-donate-water-project","A5: Donate Water Project"
"299","U02JEFQUSBC",2021-11-15 11:09:33,"Ok Ma'am. Anytime this evening that's convenient for you.","0_announcements_read_only","A5: Donate Water Project"
"300","U02JEFQUSBC",2021-10-29 22:04:14,"Yes i think so..
After creating the project and adding the mentor, DM her the link","team-donate-water-project","A5: Donate Water Project"
"302","U02JEFQUSBC",2021-10-27 14:05:52,"<@U02JB5Z745T> <@U02H9L293M4>","0_announcements_read_only","A5: Donate Water Project"
"303","U02JEFQUSBC",2021-11-01 15:54:38,"Pls I'm having a really long day..if anyone is chance pls add up what we discussed today to the slide. I'll do the design later","team-donate-water-project","A5: Donate Water Project"
"304","U02JEFQUSBC",2021-10-31 18:33:31,"I've created the other pages..y'all can check it now..give your review","team-donate-water-project","A5: Donate Water Project"
"306","U02JEFQUSBC",2021-11-16 15:05:59,"OK..Thanks for your response!","ask_team_o17","A5: Donate Water Project"
"307","U02JEFQUSBC",2021-10-29 16:28:46,"Let's just go with it like that","team-donate-water-project","A5: Donate Water Project"
"308","U02JEFQUSBC",2021-10-26 22:33:33,"I just created a project on innprogress..should i make it public?","crowd4sdg-project","A5: Donate Water Project"
"309","U02JEFQUSBC",2021-11-04 12:37:02,"Hello team, if y'all are available by 1pm WAT let's meet","team-donate-water-project","A5: Donate Water Project"
"310","U02JEFQUSBC",2021-11-03 08:23:59,"I still don't have access to upload my slide to the drive","0_announcements_read_only","A5: Donate Water Project"
"311","U02JEFQUSBC",2021-10-21 15:17:39,"OK","inprogress-troubleshoot","A5: Donate Water Project"
"313","U02JEFQUSBC",2021-11-07 11:20:23,"Hello  I don't seem to really understand the 'Persona' slide.  Are we to add it to our slide? and is the persona the people affected by the problem we're trying to solve?","ask_a_coach","A5: Donate Water Project"
"315","U02JEFQUSBC",2021-10-27 14:04:44,"Pls can you grant me permission to upload my slide?","0_announcements_read_only","A5: Donate Water Project"
"316","U02JEFQUSBC",2021-11-02 17:09:37,"I really don't know...maybe we could ask on the channel","team-donate-water-project","A5: Donate Water Project"
"317","U02JEFQUSBC",2021-11-02 11:50:46,"Slide is almost ready...I'm waiting for this","team-donate-water-project","A5: Donate Water Project"
"318","U02JEFQUSBC",2021-11-15 08:28:25,"The link was sent to our emails..check if you received it","general","A5: Donate Water Project"
"320","U02JEFQUSBC",2021-10-31 17:42:40,"Hello I have a question, what does  ""Those most opposed to change are"" mean? is it those we see as competitors?","ask_team_o17","A5: Donate Water Project"
"322","U02JEFQUSBC",2021-11-02 18:03:45,"<@U02J2JA0D89> Pls can you grant me access to the google drive.. I want to upload our slide","ask_team_o17","A5: Donate Water Project"
"324","U02JEFQUSBC",2021-11-15 13:12:32,"After filling, where should we upload it?","0_announcements_read_only","A5: Donate Water Project"
"325","U02JEFQUSBC",2021-11-11 18:57:00,"I'll send you the link to the meeting","general","A5: Donate Water Project"
"328","U02JEFQUSBC",2021-11-08 11:44:07,"Anyone you pick let us know here so the next person would do the next","team-donate-water-project","A5: Donate Water Project"
"329","U02JEFQUSBC",2021-11-15 16:58:26,"Oh i missed this:woman-facepalming:  Will have to schedule another time","0_announcements_read_only","A5: Donate Water Project"
"330","U02JEFQUSBC",2021-11-15 19:48:03,"my team would like to have one","0_announcements_read_only","A5: Donate Water Project"
"331","U02JEFQUSBC",2021-10-23 10:57:01,"For the 5mins pitch, will this be as a team (one team member to present) or each person is expected to present a pitch? <@U02H9L293M4>","general","A5: Donate Water Project"
"332","U02JEFQUSBC",2021-10-29 16:21:45,"But donatewater is available","team-donate-water-project","A5: Donate Water Project"
"333","U02JEFQUSBC",2021-11-01 09:55:00,"7mins to go","team-donate-water-project","A5: Donate Water Project"
"334","U02JEFQUSBC",2021-11-02 15:24:43,"Thanks..pls can you send the link to the exact statistics you shared?","team-donate-water-project","A5: Donate Water Project"
"335","U02JEFQUSBC",2021-10-31 18:50:49,"OK i get.. Thank you so much for your response","ask_team_o17","A5: Donate Water Project"
"336","U02JEFQUSBC",2021-11-06 12:01:39,"Hello <@U02J2JA0D89> <@U02H9L293M4> Pls can you upload the zoom recordings for the last session, breakout rooms?","0_announcements_read_only","A5: Donate Water Project"
"337","U02JEFQUSBC",2021-10-29 16:08:46,"Follow the video demonstration from the previous session","team-donate-water-project","A5: Donate Water Project"
"338","U02JEFQUSBC",2021-11-02 16:39:52,"","team-donate-water-project","A5: Donate Water Project"
"339","U02JEFQUSBC",2021-10-26 00:30:04,"Pls how are we suppose to use the template in terms of point of view and ideation? <@U02H9L293M4>","ask_team_o17","A5: Donate Water Project"
"340","U02JEFQUSBC",2021-11-04 12:37:04,"To join the meeting on Google Meet, click this link: 
<https://meet.google.com/qtc-fsam-zch|https://meet.google.com/qtc-fsam-zch> 
 
Or open Meet and enter this code: qtc-fsam-zch","team-donate-water-project","A5: Donate Water Project"
"341","U02JEFQUSBC",2021-10-29 19:20:11,"Mentor Amudha recommended we set a unique name for our project","team-donate-water-project","A5: Donate Water Project"
"343","U02JEFQUSBC",2021-10-29 19:16:34,"OK Ma'am, Thank you!","ask_team_o17","A5: Donate Water Project"
"344","U02JEFQUSBC",2021-11-06 21:48:16,"<https://www.globalwaters.org/HowWeWork/Activities/effective-water-sanitation-and-hygiene-services-nigeria>","team-donate-water-project","A5: Donate Water Project"
"345","U02JEFQUSBC",2021-10-27 14:18:29,"Uploaded. Thank you","0_announcements_read_only","A5: Donate Water Project"
"348","U02JEFQUSBC",2021-11-02 15:25:31,"There's just so many things on the site","team-donate-water-project","A5: Donate Water Project"
"350","U02JEFQUSBC",2021-10-31 12:42:53,"Hello all, 
It'd be nice we meet either today or tomorrow.. I'm yet to finish with the slide
I'll design the pages today","team-donate-water-project","A5: Donate Water Project"
"351","U02JEFQUSBC",2021-10-27 13:41:26,"OK.. Thanks","crowd4sdg-project","A5: Donate Water Project"
"353","U02JEFQUSBC",2021-10-29 16:34:36,"We just found out that there's already an app with our project name. is it fine that we continue with the name or should we change it to something unique?","crowd4sdg-project","A5: Donate Water Project"
"354","U02JEFQUSBC",2021-10-31 12:45:58,"Alright.. We'll choose the time when others respond.","team-donate-water-project","A5: Donate Water Project"
"358","U02JEFQUSBC",2021-11-01 09:30:05,"No one has said anything concerning out meeting time","team-donate-water-project","A5: Donate Water Project"
"359","U02JEFQUSBC",2021-11-06 21:54:45,"<https://www.globalwaters.org/howwework/activities/projects-by-geography/nigeria>","team-donate-water-project","A5: Donate Water Project"
"360","U02JEFQUSBC",2021-11-16 15:02:55,"Oh sorry, i mean Mockup","ask_team_o17","A5: Donate Water Project"
"361","U02JEFQUSBC",2021-11-07 13:28:09,"Hello team,
I trust you're having a nice weekend?","team-donate-water-project","A5: Donate Water Project"
"362","U02JEFQUSBC",2021-10-29 16:00:20,"You can check the link i just shared above, the givewater. We can come up with something like that","team-donate-water-project","A5: Donate Water Project"
"363","U02JEFQUSBC",2021-10-29 16:07:47,"Pls someone should create our project on innprogress","team-donate-water-project","A5: Donate Water Project"
"364","U02JEFQUSBC",2021-11-01 12:33:01,"Our coaches are Franzi &amp;  Francois","team-donate-water-project","A5: Donate Water Project"
"365","U02JEFQUSBC",2021-10-31 12:43:30,"Would be nice if we have the meeting after making  the new design so we can critically talk about it at the meeting","team-donate-water-project","A5: Donate Water Project"
"366","U02JEFQUSBC",2021-10-29 16:14:01,"Another person should create our project on GovLab...you can use the template i sent earlier","team-donate-water-project","A5: Donate Water Project"
"367","U02JEFQUSBC",2021-11-02 17:50:41,"We can do it in the next 10mins if we all are available","team-donate-water-project","A5: Donate Water Project"
"368","U02JEFQUSBC",2021-11-02 08:31:16,"Good morning team
I wasn't able to complete designing our slide last night cos of power issue.. I'll finish it up this morning and upload to the drive","team-donate-water-project","A5: Donate Water Project"
"369","U02JEFQUSBC",2021-11-02 10:25:29,"<@U02JTSE3ESV> pls can you share me the link to where you got the statistics and chart?","team-donate-water-project","A5: Donate Water Project"
"371","U02JEFQUSBC",2021-11-02 11:49:46,"Yes i will","team-donate-water-project","A5: Donate Water Project"
"373","U02JEFQUSBC",2021-11-18 15:05:09,"<https://web.mindlogger.org/profile>","team-donate-water-project","A5: Donate Water Project"
"374","U02JEFQUSBC",2021-10-22 18:28:34,"For the 5mins pitch, will this be as a team (one team member to present) or each person is expected to present a pitch? <@U02H9L293M4>","0_announcements_read_only","A5: Donate Water Project"
"375","U02JEFQUSBC",2021-11-23 16:14:06,"<https://www.google.com/imgres?imgurl=https%3A%2F%2Fguardian.ng%2Fwp-content%2Fuploads%2F2016%2F01%2FWater.jpg&amp;imgrefurl=https%3A%2F%2Fguardian.ng%2Fproperty%2Fun-launches-heads-of-state-panel-on-global-water-scarcity%2F&amp;tbnid=PvaY559ILEwUFM&amp;vet=10CBEQxiAoAmoXChMI6NX_1N6u9AIVAAAAAB0AAAAAEAc..i&amp;docid=D9DmdsqwdzpVLM&amp;w=400&amp;h=300&amp;itg=1&amp;q=water%20scarcity%20in%20nigeria&amp;hl=en&amp;ved=0CBEQxiAoAmoXChMI6NX_1N6u9AIVAAAAAB0AAAAAEAc|https://www.google.com/imgres?imgurl=https%3A%2F%2Fguardian.ng%2Fwp-content%2Fupload[…]igeria&amp;hl=en&amp;ved=0CBEQxiAoAmoXChMI6NX_1N6u9AIVAAAAAB0AAAAAEAc>","team-donate-water-project","A5: Donate Water Project"
"378","U02JEFQUSBC",2021-10-25 19:08:27,"Hello <@U02H9L293M4>  i can't find my team name on the list. Team Tesoro, I entered as a team","0_announcements_read_only","A5: Donate Water Project"
"379","U02JEFQUSBC",2021-10-21 11:43:15,"Did anyone experience this issue signing up with email on innprocess? I keep getting ""failed to fetch"" what does that mean? 
I would prefer to signup with email

<@U02H9L293M4>","crowd4sdg-project","A5: Donate Water Project"
"382","U02JEFQUSBC",2021-10-21 11:47:20,"OK thank you <@U02H9L293M4>","crowd4sdg-project","A5: Donate Water Project"
"386","U02JEFQUSBC",2021-11-08 22:27:54,"She meant if we could go ahead to create a project on a crowdfunding platform like <http://startsomegood.com|startsomegood.com>","ask_a_coach","A5: Donate Water Project"
"389","U02JEFQUSBC",2021-11-09 11:31:34,"Alright ma'am...Thank you!","ask_a_coach","A5: Donate Water Project"
"391","U02JEFQUSBC",2021-11-11 18:56:15,"Yes, tomorrow 10am CET is fine by me. My time zone is GMT+1 
Thank you so much!","general","A5: Donate Water Project"
"392","U02JEFQUSBC",2021-11-02 17:11:55,"Another one would be to do a few mins zoom call to talk about our project then we record and post","team-donate-water-project","A5: Donate Water Project"
"393","U02JEFQUSBC",2021-11-07 18:26:13,"I think we should share duties so that everyone will concentrate on a task and it'll make the work easy n fast. Since I'm already working on the slide I'll finish that up and design.


1. Persona slide
2. Innprogress
3. Create the crowdfunding project (fo your research, find out from the sdg team if we should go ahead and set up the project now)


We can always help ourselves with some questions n answers on our tasks.","team-donate-water-project","A5: Donate Water Project"
"394","U02JEFQUSBC",2021-11-02 17:12:19,"Great though","team-donate-water-project","A5: Donate Water Project"
"396","U02JEFQUSBC",2021-10-31 18:33:47,"<https://www.canva.com/design/DAEuJkhcdZ8/share/preview?token=Rx3de9vdY5zSWpKqjfFT5Q&amp;role=EDITOR&amp;utm_content=DAEuJkhcdZ8&amp;utm_campaign=designshare&amp;utm_medium=link&amp;utm_source=sharebutton|https://www.canva.com/design/DAEuJkhcdZ8/share/preview?token=Rx3de9vdY5zSWpKqjfFT5Q&amp;role=EDITOR&amp;utm_content=DAEuJkhcdZ8&amp;utm_campaign=designshare&amp;utm_medium=link&amp;utm_source=sharebutton>","team-donate-water-project","A5: Donate Water Project"
"397","U02JEFQUSBC",2021-10-31 20:10:58,"What time should we meet tomorrow?","team-donate-water-project","A5: Donate Water Project"
"398","U02JEFQUSBC",2021-10-29 15:54:17,"<https://www.givewater.com/>","team-donate-water-project","A5: Donate Water Project"
"400","U02JEFQUSBC",2021-11-02 17:38:26,"Our slide is ready","team-donate-water-project","A5: Donate Water Project"
"401","U02JEFQUSBC",2021-10-29 15:58:14,"We should add something to it","team-donate-water-project","A5: Donate Water Project"
"402","U02JEFQUSBC",2021-11-01 10:04:41,"Pls guys join the meeting","team-donate-water-project","A5: Donate Water Project"
"403","U02JEFQUSBC",2021-11-01 11:37:32,"<https://en.unesco.org/themes/water-security/hydrology/water-human-settlements/rural-development>","team-donate-water-project","A5: Donate Water Project"
"405","U02JEFQUSBC",2021-10-25 15:04:40,"I would like to change my team's name. Can i do that now or later?","ask_team_o17","A5: Donate Water Project"
"406","U02JEFQUSBC",2021-10-29 16:09:05,"Someone else should look at the mindlogger","team-donate-water-project","A5: Donate Water Project"
"407","U02JEFQUSBC",2021-11-14 22:39:33,"Hello team, check the google doc for our one pager","team-donate-water-project","A5: Donate Water Project"
"408","U02JEFQUSBC",2021-11-02 18:46:00,"We could have the brief meeting tomorrow morning, 10am WAT before the session","team-donate-water-project","A5: Donate Water Project"
"409","U02JEFQUSBC",2021-10-26 01:20:26,"OK thank you.","ask_team_o17","A5: Donate Water Project"
"411","U02JEFQUSBC",2021-10-29 16:19:47,"I'm researching on either DonateWater or GetWater...anyone that's available","team-donate-water-project","A5: Donate Water Project"
"417","U02JEFQUSBC",2021-10-29 16:35:46,"I just asked on the other channel, let's hear what they'll say","team-donate-water-project","A5: Donate Water Project"
"418","U02JEFQUSBC",2021-11-23 23:09:07,"<https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_2fGb1et3fKJf7DEpFR0Rk9iC5In7zNaCiw&amp;usqp=CAU>","team-donate-water-project","A5: Donate Water Project"
"421","U02JEFQUSBC",2021-10-29 19:17:46,"Yes do,
We have to change the name to DonateWater","team-donate-water-project","A5: Donate Water Project"
"424","U02JEFQUSBC",2021-11-06 21:43:46,"<https://www.globalwaters.org/wada>","team-donate-water-project","A5: Donate Water Project"
"426","U02JEFQUSBC",2021-11-10 20:20:19,"Hello Laura, my team is interested. When is the most convenient time for you? Thanks for your support!","general","A5: Donate Water Project"
"428","U02JEFQUSBC",2021-11-07 11:19:14,"Hello <@U02J2JA0D89> and <@U02JB5Z745T> I don't seem to really understand the 'Persona' slide.  Are we to add it to our slide? and is the persona the people affected by the problem we're trying to solve?","team-donate-water-project","A5: Donate Water Project"
"430","U02JEFQUSBC",2021-11-07 13:28:34,"Also, we need update our innprogress..


1. Add our new update
2. Mention the tools we're using
3. The changes we've made
4. How we intend to achieve our project goal
5. State problem 
6. State solution
7. Also add some images..you can take part of the slide 
8. People we intend to collaborate with 
9. The resources needed


Pls someone can take up these:point_up_2::skin-tone-4: and add to our project on innprogress","team-donate-water-project","A5: Donate Water Project"
"432","U02JEFQUSBC",2021-11-07 13:35:56,"We only got two days left...pls guys, let's make quick move","team-donate-water-project","A5: Donate Water Project"
"439","U02JEFQUSBC",2021-10-29 15:54:54,"Take a look at the link","team-donate-water-project","A5: Donate Water Project"
"440","U02JEFQUSBC",2021-10-29 15:57:41,"Now, it pains me that the name 'GiveWater' has already been taken","team-donate-water-project","A5: Donate Water Project"
"441","U02JEFQUSBC",2021-10-29 15:57:58,"I still like this name","team-donate-water-project","A5: Donate Water Project"
"442","U02JEFQUSBC",2021-11-09 21:44:11,"<https://www.fixr.com/costs/rainwater-collection-system>","team-donate-water-project","A5: Donate Water Project"
"443","U02JEFQUSBC",2021-11-10 13:55:05,"<https://decidim4cs.ml/|https://decidim4cs.ml/>","team-donate-water-project","A5: Donate Water Project"
"444","U02JEFQUSBC",2021-11-11 18:38:51,"<https://gitlab.com/grassrootseconomics/cic-docs|https://gitlab.com/grassrootseconomics/cic-docs>
 <https://gitlab.com/grassrootseconomics/cic-docs/-/blob/master/CIC-White-Paper.pdf|https://gitlab.com/grassrootseconomics/cic-docs/-/blob/master/CIC-White-Paper.pdf>
 <https://gitlab.com/grassrootseconomics/cic-docs|https://gitlab.com/grassrootseconomics/cic-docs>
 <https://en.wikipedia.org/wiki/Tractor|https://en.wikipedia.org/wiki/Tractor>
 <https://wiki.opensourceecology.org/wiki/LifeTrac|https://wiki.opensourceecology.org/wiki/LifeTrac>","team-donate-water-project","A5: Donate Water Project"
"445","U02JEFQUSBC",2021-11-11 19:06:14,"<https://www.icrc.org/en>","team-donate-water-project","A5: Donate Water Project"
"447","U02JEFQUSBC",2021-11-01 15:52:49,"I haven't really seen a statistical chart that represent the exact issue we're tackling..pls if you can get it share here","team-donate-water-project","A5: Donate Water Project"
"449","U02JEFQUSBC",2021-10-29 16:17:44,"If you're working on any of those that i mentioned above pls state it so that the next person would pick up the other project","team-donate-water-project","A5: Donate Water Project"
"450","U02JEFQUSBC",2021-10-26 01:22:53,"There are links on each of the questions in the template, is it suppose to be a guide? cos none of them is opening <@U02H9L293M4>","ask_team_o17","A5: Donate Water Project"
"452","U02JEFQUSBC",2021-10-29 16:21:30,"GetWater has been taken","team-donate-water-project","A5: Donate Water Project"
"453","U02JEFQUSBC",2021-11-18 15:03:33,"<https://gitlab.com/grassrootseconomics/cic-docs>","team-donate-water-project","A5: Donate Water Project"
"455","U02JEFQUSBC",2021-11-02 20:17:26,"Hello <@U02JB5Z745T> <@U02J2JA0D89>  my team is working on a project that will help women and children in the rural communities who are most vulnerable to climate change, get access to clean water and near their homes. Our slide is ready, please would you want us to share it here with you?","team-donate-water-project","A5: Donate Water Project"
"463","U02JEFQUSBC",2021-11-02 17:08:52,"Oh yes","team-donate-water-project","A5: Donate Water Project"
"467","U02JEFQUSBC",2021-11-02 17:10:22,"Yea

So do you want to do the video?","team-donate-water-project","A5: Donate Water Project"
"470","U02JEFQUSBC",2021-11-02 17:11:05,"Yea, that's great idea","team-donate-water-project","A5: Donate Water Project"
"472","U02JEFQUSBC",2021-10-31 12:43:12,"We can have the meeting today or tomorrow","team-donate-water-project","A5: Donate Water Project"
"477","U02JEFQUSBC",2021-11-16 13:46:50,"Hello are we to add a mockup to our presentation? if yes, what sort of mockup is it?","ask_team_o17","A5: Donate Water Project"
"478","U02JEFQUSBC",2021-11-08 11:44:27,"Alright","team-donate-water-project","A5: Donate Water Project"
"486","U02JEFQUSBC",2021-11-02 17:47:44,"Alright","team-donate-water-project","A5: Donate Water Project"
"487","U02JEFQUSBC",2021-11-11 19:20:55,"<https://www.icrc.org/en/resource-centre/result?t=water+availability>","team-donate-water-project","A5: Donate Water Project"
"493","U02JEFQUSBC",2021-11-17 12:49:40,"I have uploaded our slide to the drive","team-donate-water-project","A5: Donate Water Project"
"497","U02JEFQUSBC",2021-10-29 16:28:10,"Yes, or we can still go with the GiveWater since it's just a project name...","team-donate-water-project","A5: Donate Water Project"
"498","U02JEFQUSBC",2021-11-23 16:18:45,"<https://borgenproject.org/wp-content/uploads/Water-Quality-in-Nigeria-1030x686.jpg>","team-donate-water-project","A5: Donate Water Project"
"500","U02JEFQUSBC",2021-11-02 16:40:53,"","team-donate-water-project","A5: Donate Water Project"
"507","U02JEFQUSBC",2021-11-06 21:48:47,"Pls team, go through these links","team-donate-water-project","A5: Donate Water Project"
"508","U02JEFQUSBC",2021-11-08 11:45:18,"Pls y'all try to finish up your task by tomorrow night","team-donate-water-project","A5: Donate Water Project"
"519","U02JEFQUSBC",2021-11-08 11:44:48,"Hello team,
I trust you all are doing fine?","team-donate-water-project","A5: Donate Water Project"
"520","U02JEFQUSBC",2021-11-02 17:38:12,"Alright","team-donate-water-project","A5: Donate Water Project"
"522","U02JEFQUSBC",2021-11-09 16:01:08,"Hello team, pls kindly checkout our design on canva and tell me what you think","team-donate-water-project","A5: Donate Water Project"
"530","U02JEFQUSBC",2021-11-02 18:55:04,"@team is the time ok by you?","team-donate-water-project","A5: Donate Water Project"
"532","U02JEFQUSBC",2021-11-17 12:42:14,"Ok ma'am","team-donate-water-project","A5: Donate Water Project"
"534","U02JEFQUSBC",2021-11-08 11:45:05,"I've started the design","team-donate-water-project","A5: Donate Water Project"
"538","U02JEFQUSBC",2021-11-18 15:07:07,"<https://innprogresstest.unige.ch/dashboard/project/617c366d276c4403ffa5a4fe>","team-donate-water-project","A5: Donate Water Project"
"545","U02JEFQUSBC",2021-11-02 17:13:21,"Oh yea..let's wait to hear others opinion","team-donate-water-project","A5: Donate Water Project"
"549","U02JEFQUSBC",2021-11-01 09:54:48,"Alright","team-donate-water-project","A5: Donate Water Project"
"572","U02JGMKJ7PW",2021-11-09 10:59:07,"<@U02H9L293M4> Purtroppo domani non potrò partecipare all'incontro avendo delle prove d'esame da sostenere in università. Mi dispiace per l'inconveniente. Buona serata.","team-water-warriors","B1: Water Warriors"
"577","U02JGN48MS8",2021-10-21 12:08:00,"But with my Google account","crowd4sdg-project","A4: Flood Rangers"
"578","U02JGN48MS8",2021-11-04 15:05:45,"I'm Amina Musa a psychology student at the international open university the gambia. A recent Climate change enthusiast.","flood-rangers","A4: Flood Rangers"
